      1,  -1.54151666,  0.674636066,  0.962767303
      2,   -1.5184226,  0.674636066,  0.962767303
      3,   -1.5184226,  0.697730124,  0.962767303
      4,  -1.54151666,  0.697730124,  0.962767303
      5,  -1.54151666,  0.674636066,  0.939673305
      6,  -1.54151666,  0.697730124,  0.939673305
      7,  0.620992839,   1.50479269,   1.03715312
      8,  0.644086838,   1.50479269,   1.03715312
      9,  0.644086838,   1.50479269,   1.01405919
     10,  0.620992839,   1.50479269,   1.01405919
     11,  -1.39323783, -0.629808486,   -1.1894803
     12,  -1.37014377, -0.629808486,   -1.1894803
     13,  -1.37014377, -0.606714487,   -1.1894803
     14,  -1.39323783, -0.606714487,   -1.1894803
     15,  -1.37014377, -0.606714487,  -1.21257436
     16,  -1.39323783, -0.606714487,  -1.21257436
     17,  -1.39323783, -0.629808486,  -1.21257436
     18,  -1.36865032, -0.632849753,   -1.1968869
     19,  -1.36804211, -0.631910145,  -1.19579005
     20,  -1.37411368, -0.631349385,  -1.21411526
     21,  -1.53153312,  0.673488557,  0.935844719
     22,  -1.53028738,  0.672042727,  0.937079966
     23,  -1.53272629,  0.700190246,  0.937213123
     24,  -1.51588607,   0.67209959,  0.953039169
     25,  -1.51496851,  0.673289239,  0.954174697
     26,   -1.5161618,  0.699990928,  0.955543101
     27,  -1.51740742,  0.701436758,  0.954307914
     28,  -1.53180885,  0.701379895,  0.938348651
     29, -0.258357227, -0.375086755,  -1.85123146
     30, -0.258357227, -0.363042533,  -1.85363066
     31,  0.883905351, -0.423180014,  -1.63535643
     32,  0.894690216, -0.423180014,  -1.62948227
     33, -0.173531622,  0.681699395,  -1.77191389
     34, -0.173531622,  0.693147004,  -1.76746738
     35, -0.251743406,  -1.26403737,  -1.40476644
     36, -0.251743406,  -1.25488269,  -1.41295242
     37,  -1.27301538, -0.0749571398,  -1.41714144
     38,  -1.26385307, -0.0749571398,  -1.42531896
     39,   1.25702679,   0.27776897,  -1.40615737
     40,   1.26615465,   0.27776897,  -1.39794135
     41, -0.790891647, -0.740912259,  -1.56864822
     42,  -0.77990514, -0.740912259,   -1.5741359
     43,  0.374489307,  -1.25704408,  -1.38354325
     44,  0.374489307,  -1.24792981,   -1.3917743
     45,  0.646836042,  0.604320228,  -1.68855596
     46,  0.658290327,  0.604320228,  -1.68412662
     47,    0.1941019,  0.312712461,  -1.87056577
     48,    0.1941019,  0.324818611,  -1.86850178
     49,  -1.08421147,  0.313128561,  -1.53658271
     50,  -1.07415426,  0.313128561,  -1.54363036
     51,   0.25843665, -0.769490361,  -1.72501004
     52,   0.25843665, -0.758258343,  -1.72997606
     53,  0.530430496, -0.0997712463,  -1.82843304
     54,  0.542213976, -0.0997712463,  -1.82497346
     55, -0.655726492,  0.257631004,  -1.77149415
     56, -0.644195318,  0.257631004,  -1.77571929
     57,  0.714199483,   1.02952456,  -1.44216633
     58,  0.714199483,   1.02952456,  -1.41907239
     59,  0.714199483,   1.05261862,  -1.41907239
     60,  0.714199483,   1.05261862,  -1.44216633
     61,  0.737293482,   1.05261862,  -1.41907239
     62,  0.737293482,   1.05261862,  -1.44216633
     63,  0.737293482,   1.02952456,  -1.44216633
     64,  0.612855911,   1.45494843,   1.07206047
     65,  0.635949969,   1.45494843,   1.07206047
     66,  0.635949969,   1.47804236,   1.07206047
     67,  0.612855911,   1.47804236,   1.07206047
     68,  0.644086838,   1.48169863,   1.03715312
     69,  0.644086838,   1.48169863,   1.01405919
     70,  0.620992839,   1.48169863,   1.01405919
     71,  0.620992839,   1.48169863,   1.03715312
     72,   1.50772643, -0.654659748, -0.966069937
     73,   1.50106561, -0.654659748,  -0.97638756
     74,   1.71753848,  0.465054393, -0.684468329
     75,   1.71295595,  0.465054393, -0.695862114
     76,   1.57430649,  -1.03462577,  0.292813927
     77,   1.56752837,  -1.04486668,  0.292813927
     78,    1.4095453,   1.24792874, -0.300708026
     79,   1.41765738,    1.2387085, -0.300708026
     80,   1.80424356, -0.600191772,   0.13770777
     81,   1.80032969, -0.611832261,   0.13770777
     82,     1.491961, -0.831741214,  0.905335128
     83,     1.491961, -0.831741214,   0.88224113
     84,     1.491961, -0.808647215,   0.88224113
     85,     1.491961, -0.808647215,  0.905335128
     86,   1.46886706, -0.808647215,  0.905335128
     87,   1.46886706, -0.808647215,   0.88224113
     88,   1.46886706, -0.831741214,  0.905335128
     89,   1.48131633, -0.840103686,  0.895460963
     90,   1.48897481, -0.832975328,  0.881007016
     91,    1.4679774, -0.832630813,  0.903309762
     92,   1.38761139, -0.667030215,  -1.16273069
     93,   1.36451733, -0.667030215,  -1.16273069
     94,   1.36451733, -0.643936217,  -1.16273069
     95,   1.38761139, -0.643936217,  -1.16273069
     96,   1.40194345,  -1.20688188,  -0.53987205
     97,   1.37884951,  -1.20688188,  -0.53987205
     98,   1.37884951,  -1.20688188, -0.562966108
     99,   1.40194345,  -1.20688188, -0.562966108
    100,   1.37884951,  -1.18378782, -0.562966108
    101,   1.40194345,  -1.18378782, -0.562966108
    102,   1.40194345,  -1.18378782,  -0.53987205
    103,   1.90219998, -0.117344737, 0.0483354926
    104,   1.90140438, -0.129599795, 0.0483354926
    105,   1.38976228,   1.26638722,  0.315249979
    106,   1.39800608,   1.25728452,  0.315249979
    107,   1.57797575,  0.541913211,  0.922637999
    108,   1.58413792,  0.541913211,  0.912015021
    109,   1.84205067,  0.270549953,  0.410068542
    110,   1.84467971,  0.270549953,  0.398072392
    111,   1.71305144, -0.599395275,  0.583900988
    112,   1.70895886, -0.610974133,  0.583900988
    113,   1.65995419, -0.911995709, -0.217647746
    114,     1.654006, -0.922739983, -0.217647746
    115,   1.74194169,  0.773853064,  0.035544727
    116,   1.74689138,  0.762613833,  0.035544727
    117,   1.81746769, -0.105667196, -0.565796614
    118,   1.81377959, -0.105667196, -0.577510595
    119,   1.54195309, -0.088557899,   1.11759734
    120,   1.54912817, -0.088557899,   1.10763049
    121,  0.301128089,  -1.70950091,  -0.78837198
    122,  0.301128089,  -1.71460676, -0.777202904
    123,  0.107302904,  -1.86838222,  0.363468081
    124,  0.107302904,  -1.86599827,  0.375515342
    125,   1.18884742,  -1.44913459,  0.348279268
    126,   1.19831526,  -1.44131291,  0.348279268
    127,   1.06505525,  -1.54351771, -0.343360722
    128,   1.07514024,  -1.53650975, -0.343360722
    129, -0.529181421,  -1.71889508,  0.632537782
    130, -0.529181421,  -1.71461749,  0.644049585
    131, -0.0661331564,  -1.88235533, -0.294681072
    132, -0.0661331564,  -1.88421559, -0.282541931
    133,  0.631377161,  -1.49176979,  -1.06225955
    134,  0.608283162,  -1.49176979,  -1.06225955
    135,  0.608283162,  -1.49176979,  -1.08535361
    136,  0.631377161,  -1.49176979,  -1.08535361
    137,  0.608283162,  -1.46867573,  -1.06225955
    138,  0.608283162,  -1.46867573,  -1.08535361
    139,  0.631377161,  -1.46867573,  -1.08535361
    140,   0.63240546,  -1.46764743,  -1.06465638
    141,  0.632482469,  -1.46789777,   -1.0644244
    142,   0.63206476,  -1.47019124,  -1.06157196
    143, -0.839607835,  -1.69924259,  0.205357805
    144, -0.828579962,  -1.70464671,  0.205357805
    145, -0.0905655771,  -1.66470635,  0.924681842
    146, -0.0905655771,  -1.65870845,    0.9353984
    147, -0.594006896,  -1.62000704, -0.810975432
    148, -0.594006896,  -1.62546515, -0.799974144
    149,  0.665847898,   -1.6069355,  0.780654609
    150,  0.665847898,  -1.60153365,  0.791683674
    151,  0.406924009,  -1.85245478, -0.193162903
    152,  0.418910325,  -1.84978127, -0.193162903
    153, -0.726429462,  -1.73958671, -0.284099042
    154, -0.715081394,  -1.74428141, -0.284099042
    155,   8.51507568,         -10.,  -8.51507568
    156,    7.9000001,         -10.,         -10.
    157,          10.,         -10.,         -10.
    158,          10.,         -10.,   -7.9000001
    159,   8.51507568,  -8.51507568,         -10.
    160,          10.,   -7.9000001,         -10.
    161,          10.,  -8.51507568,  -8.51507568
    162,  -1.32814002,  0.633344114,    1.2850796
    163,  -1.32674229,  0.631946385,   1.26547873
    164,  -1.32674229,  0.608852327,   1.26547873
    165,  -1.32926476,  0.618375123,   1.29109526
    166,  -1.32674229,  0.608852327,   1.28857279
    167,  -1.32430041,  0.609701812,   1.29126441
    168,   -1.3213352,   0.60694015,   1.29048502
