0,12590,-0.239590541,1.72287083,0.168859735,1.72287083
1,6719,-1.51699674,-0.78969568,0.80591923,-0.78969568
2,10485,1.47011304,-0.708576918,-0.299963683,-0.708576918
3,14078,-0.570815504,0.227068305,-1.73463154,0.227068305
4,14646,-0.12866585,-1.1097188,-0.986108959,-1.1097188
5,13116,1.14663041,-0.796619177,0.565922439,-0.796619177
6,5975,-0.626499176,-1.77141857,-0.208093956,-1.77141857
7,14553,-1.60155725,-0.0497655869,-0.651789963,-0.0497655869
8,2719,0.937500119,1.4320035,0.803077519,1.4320035
9,9388,0.115662418,-0.750258267,1.65012991,-0.750258267
10,13427,-0.332269222,1.77730572,0.208181545,1.77730572
11,10354,-1.50786543,-0.688096225,0.770325243,-0.688096225
12,11462,1.56902623,-0.689220726,-0.181113511,-0.689220726
13,13363,-0.599066257,0.262981176,-1.73126054,0.262981176
14,8636,-0.345727682,-1.07539976,-1.14443791,-1.07539976
15,9755,0.952192664,-0.746999621,0.569530606,-0.746999621
16,5637,-0.658966184,-1.7489084,-0.28435272,-1.7489084
17,13170,-1.65358365,0.0785592049,-0.744690716,0.0785592049
18,15128,1.0108335,1.25161183,0.666002333,1.25161183
19,9120,0.177956983,-0.668773055,1.68316233,-0.668773055
20,12591,-0.348216444,1.7538501,0.136673227,1.7538501
21,11531,-1.49247456,-0.70553267,0.796139657,-0.70553267
22,11289,1.42141366,-0.74134928,-0.138928115,-0.74134928
23,2169,-0.645636141,0.230093628,-1.76180351,0.230093628
24,8633,-0.190711379,-1.37595439,-0.978720367,-1.37595439
25,14751,0.999343693,-0.937315047,0.714335263,-0.937315047
26,15146,-0.571068764,-1.71048868,-0.195971683,-1.71048868
27,13090,-1.55785644,0.0748260841,-0.632340968,0.0748260841
28,13889,1.07337284,1.22564209,0.884218216,1.22564209
29,7805,0.147824883,-0.759321809,1.72490382,-0.759321809
